ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0019684	photosynthesis, light reaction	34/381	165/21192	0.206060606060606	11.4615127654498	18.2532223039121	2.72003301340419e-26	3.08179740418695e-23	2.65417958255335e-23	OE23/DEG1/NA/PnsL3/LHCB3/PSBQ/PETC/ATLFNR1/HCF244/OEC33/LHCA3/CAB4/PPD1/LHCB2/HCF136/PSB29/LHCA2/MET1/PSBR/TROL/LHCA2*1/CP24/NA/CRR3/GBP/PSBW/CRR1/LHCB4.3/STN8/CPFTSY/LHCB4.2/OHP/LHCA1/EDA3	34
BP	GO:0015979	photosynthesis	38/381	227/21192	0.167400881057269	9.31117971487044	17.0341280440283	8.69321173959792e-26	4.92470445048222e-23	4.24137225400383e-23	OE23/DEG1/NA/PnsL3/LHCB3/PSBQ/PETC/ATLFNR1/HCF244/OEC33/LHCA3/SBPASE/CAB4/PPD1/LHCB2/HCF136/PSB29/HCF222/LHCA2/MET1/PSBR/TROL/LHCA2*1/CP24/RBCS1A/NA/ACHT1/CRR3/GBP/PSBW/CRR1/LHCB4.3/STN8/CPFTSY/LHCB4.2/OHP/LHCA1/EDA3	38
BP	GO:0006091	generation of precursor metabolites and energy	39/381	429/21192	0.0909090909090909	5.05654974946314	11.4850301496294	8.88659715398204e-17	3.35617152515388e-14	2.89048265324258e-14	OE23/DEG1/NA/PGL1/PnsL3/LHCB3/PSBQ/PETC/ATLFNR1/HCF244/OEC33/LHCA3/ATCBR/CAB4/PPD1/LHCB2/HCF136/PIFI/PSB29/AtFBA1/LHCA2/MET1/PSBR/TROL/LHCA2*1/CP24/NA/CRR3/GBP/PSBW/CRR1/LHCB4.3/STN8/CPFTSY/LHCB4.2/FdC2/OHP/LHCA1/EDA3	39
BP	GO:0009768	photosynthesis, light harvesting in photosystem I	10/381	23/21192	0.434782608695652	24.1834988017802	15.051662263483	2.91479871396074e-12	8.25616735729381e-10	7.11057475747792e-10	LHCB3/LHCA3/CAB4/LHCB2/LHCA2/LHCA2*1/CP24/LHCB4.3/LHCB4.2/LHCA1	10
BP	GO:0009765	photosynthesis, light harvesting	12/381	43/21192	0.27906976744186	15.5224317890496	12.8979412219811	8.91429491015938e-12	2.01997922664212e-09	1.73969502773005e-09	DEG1/LHCB3/LHCA3/CAB4/LHCB2/LHCA2/MET1/LHCA2*1/CP24/LHCB4.3/LHCB4.2/LHCA1	12
BP	GO:0033013	tetrapyrrole metabolic process	14/381	106/21192	0.132075471698113	7.34630812657852	8.86275460745961	6.87135210872528e-09	1.29754032319762e-06	1.11749884294532e-06	ACD2/ATPDX1/FLU/CHLM/EMB3143/ACLA-1/ATLFNR1/PSB29/ELIP2/ACSF/AtCLA1/GBP/LIL3:1/BPG1	14
BP	GO:0015994	chlorophyll metabolic process	12/381	80/21192	0.15	8.34330708661417	8.90356090859496	1.92519099082521e-08	3.11605913229281e-06	2.68368729096988e-06	ACD2/ATPDX1/FLU/CHLM/EMB3143/ACLA-1/PSB29/ELIP2/ACSF/AtCLA1/LIL3:1/BPG1	12
BP	GO:0010207	photosystem II assembly	8/381	28/21192	0.285714285714286	15.8920134983127	10.6690389199103	2.3022644993435e-08	3.26058209719523e-06	2.80815683012029e-06	HCF244/OEC33/HCF136/PSB29/MET1/PSBR/NA/OHP	8
BP	GO:0006778	porphyrin-containing compound metabolic process	13/381	104/21192	0.125	6.95275590551181	8.23396064107777	4.67203529707429e-08	5.88157332398353e-06	5.06546984840687e-06	ACD2/ATPDX1/FLU/CHLM/EMB3143/ACLA-1/PSB29/ELIP2/ACSF/AtCLA1/GBP/LIL3:1/BPG1	13
BP	GO:0009657	plastid organization	22/381	319/21192	0.0689655172413793	3.83600325821341	6.90559921670042	8.69966367132712e-08	9.85671893961362e-06	8.48904023507394e-06	mTERF6/RPT2/JK224/RPL24/RIQ2/MDH/RIQ1/EMB2458/HCF136/PSB29/ACSF/PMI1/SECE1/CURT1A/CSP41A/mTERF10/NA/ARC2/CPFTSY/ENF2/EDA3/CRB	22
BP	GO:0033014	tetrapyrrole biosynthetic process	11/381	76/21192	0.144736842105263	8.05055946953999	8.33136743754921	1.10536507241552e-07	1.13852602458798e-05	9.80548729310225e-06	FLU/CHLM/EMB3143/ACLA-1/ATLFNR1/ELIP2/ACSF/AtCLA1/GBP/LIL3:1/BPG1	11
BP	GO:0009644	response to high light intensity	10/381	68/21192	0.147058823529412	8.1797128300139	8.02352462499998	3.60649332325096e-07	3.40513077936945e-05	2.93264851811723e-05	LHCB3/OEC33/LHCA3/CAB4/LHCB2/LHCA2/ELIP2/MET1/OHP/LHCA1	10
BP	GO:0015995	chlorophyll biosynthetic process	9/381	54/21192	0.166666666666667	9.27034120734908	8.23341676878493	4.64975905745456e-07	4.05244385545847e-05	3.49014303340921e-05	FLU/CHLM/EMB3143/ACLA-1/ELIP2/ACSF/AtCLA1/LIL3:1/BPG1	9
BP	GO:0006779	porphyrin-containing compound biosynthetic process	10/381	72/21192	0.138888888888889	7.72528433945757	7.73431188458766	6.24001545416143e-07	5.04995536397493e-05	4.34924385414109e-05	FLU/CHLM/EMB3143/ACLA-1/ELIP2/ACSF/AtCLA1/GBP/LIL3:1/BPG1	10
BP	GO:0009767	photosynthetic electron transport chain	9/381	58/21192	0.155172413793103	8.63100733098018	7.8740243770694	8.73943200339652e-07	6.6011843065655e-05	5.68523050326216e-05	PnsL3/PSBQ/PETC/ATLFNR1/OEC33/TROL/CRR3/GBP/CPFTSY	9
BP	GO:0006633	fatty acid biosynthetic process	14/381	164/21192	0.0853658536585366	4.74822354522758	6.51988841845132	1.67364348007558e-06	0.000118514878932852	0.000102070230659872	PAS2/EMB3147/NA/AtFaTA/ACLA-1/ATLOX2/CYP86B1/ELO1/FRK3/LACS2/ATLOX6/AAE16/CER26/ATKAS2	14
BP	GO:0016053	organic acid biosynthetic process	25/381	493/21192	0.050709939148073	2.82059063103927	5.53417412917147	3.64392526868674e-06	0.00022936485163456	0.000197539106670913	PAS2/ASA3/EMB3147/NA/FLU/AtFaTA/ACLA-1/ATLOX2/CYP86B1/ATSR/ELO1/FRK3/LACS2/ATLOX6/SHM1/AAE16/CER26/IMS1/RidA/ATKAS2/NA/CRR1/ARATH;BSAS3;1/PLA/ATNAS4	25
BP	GO:0046394	carboxylic acid biosynthetic process	25/381	493/21192	0.050709939148073	2.82059063103927	5.53417412917147	3.64392526868674e-06	0.00022936485163456	0.000197539106670913	PAS2/ASA3/EMB3147/NA/FLU/AtFaTA/ACLA-1/ATLOX2/CYP86B1/ATSR/ELO1/FRK3/LACS2/ATLOX6/SHM1/AAE16/CER26/IMS1/RidA/ATKAS2/NA/CRR1/ARATH;BSAS3;1/PLA/ATNAS4	25
BP	GO:0006631	fatty acid metabolic process	18/381	284/21192	0.0633802816901408	3.52534102251303	5.79715212386879	4.33120480701745e-06	0.000252484406479234	0.000217450685006039	PAS2/EMB3147/NA/AtFaTA/ACLA-1/ATLOX2/AtFAP1/CYP86B1/ELO1/FRK3/LACS2/ATLOX6/CYP86A8/AAE16/CER26/AtCER6/ATKAS2/KAT5	18
BP	GO:0022900	electron transport chain	12/381	131/21192	0.0916030534351145	5.09514936587125	6.36147228617422	4.45691803140748e-06	0.000252484406479234	0.000217450685006039	PnsL3/PSBQ/PETC/ATLFNR1/OEC33/ATCBR/PIFI/TROL/CRR3/GBP/CPFTSY/FdC2	12
BP	GO:0010196	nonphotochemical quenching	5/381	18/21192	0.277777777777778	15.4505686789151	8.29872695289616	1.29266609757803e-05	0.000665723040252688	0.000573349986820497	PETC/RIQ2/RIQ1/PIFI/CP24	5
BP	GO:1990066	energy quenching	5/381	18/21192	0.277777777777778	15.4505686789151	8.29872695289616	1.29266609757803e-05	0.000665723040252688	0.000573349986820497	PETC/RIQ2/RIQ1/PIFI/CP24	5
BP	GO:0009409	response to cold	22/381	442/21192	0.0497737556561086	2.76851818862009	5.0839743864257	1.86934326369517e-05	0.000920854746855057	0.000793080643224451	PER3/AOR/ATPLAT1/LHCA3/MDH/CAB4/LHCB2/LHCA2/ATPCAP1/SHM1/ANNAT4/ANN3/BT3/RBCS1A/AtCER6/ATKAS2/ATGSTF5/PRK/STR10/2CPA/LHCA1/CRB	22
BP	GO:0009645	response to low light intensity stimulus	5/381	20/21192	0.25	13.9055118110236	7.81269781623641	2.27080127549792e-05	0.00107200743547464	0.000923259992274811	LHCA3/CAB4/LHCB2/LHCA2/LHCA1	5
BP	GO:0042440	pigment metabolic process	13/381	180/21192	0.0722222222222222	4.01714785651794	5.50035713532802	2.40065481586249e-05	0.00108797676254888	0.000937013479707169	ACD2/UGT73B3/FLU/CHLM/EMB3143/ACLA-1/PSB29/ELIP2/ACSF/AtCLA1/GBP/LIL3:1/BPG1	13
BP	GO:1901568	fatty acid derivative metabolic process	8/381	67/21192	0.119402985074627	6.6414384769068	6.25778499802837	2.62204892716302e-05	0.00114260824402912	0.000984064516388713	CER4/ACLA-1/NA/LACS2/CER26/AtCER6/CRR1/LIL3:1	8
BP	GO:0010275	NAD(P)H dehydrogenase complex assembly	4/381	11/21192	0.363636363636364	20.2261989978525	8.62995009975034	3.07099141743913e-05	0.00128867899109575	0.00110986707367098	NDH-O/NdhN/CRR41/PAM68L	4
BP	GO:1901570	fatty acid derivative biosynthetic process	7/381	51/21192	0.137254901960784	7.6343986413463	6.41823518992616	3.36635605574547e-05	0.00136217193255701	0.0011731624299534	CER4/ACLA-1/NA/LACS2/CER26/AtCER6/LIL3:1	7
BP	GO:0009658	chloroplast organization	15/381	243/21192	0.0617283950617284	3.43345970642559	5.1622304344947	3.68550489143995e-05	0.00143988863517292	0.00124009547526854	mTERF6/RPT2/JK224/RIQ2/MDH/RIQ1/EMB2458/ACSF/PMI1/CURT1A/CSP41A/mTERF10/NA/ARC2/CRB	15
BP	GO:0009642	response to light intensity	12/381	166/21192	0.072289156626506	4.02087088511526	5.28688198952458	4.87198012577875e-05	0.00183234660305404	0.00157809755286951	LHCB3/OEC33/LHCA3/CAB4/LHCB2/LHCA2/ELIP2/MET1/NA/OHP/LHCA1/ATF2	12
BP	GO:0046148	pigment biosynthetic process	11/381	141/21192	0.0780141843971631	4.33930865024851	5.38296420810229	5.01348143818847e-05	0.00183234660305404	0.00157809755286951	UGT73B3/FLU/CHLM/EMB3143/ACLA-1/ELIP2/ACSF/AtCLA1/GBP/LIL3:1/BPG1	11
BP	GO:0045454	cell redox homeostasis	6/381	41/21192	0.146341463414634	8.1398117918187	6.19162975229467	8.57597226516954e-05	0.00294441714437487	0.00253586165544248	GASA4/EMB2458/ATCDSP32/ACHT1/2CPA/ATF2	6
BP	GO:1902025	nitrate import	6/381	41/21192	0.146341463414634	8.1398117918187	6.19162975229467	8.57597226516954e-05	0.00294441714437487	0.00253586165544248	AtNITR2;2/AtNPF6.3/AtNPF2.7/AtNPF2.13/CEPR2/AtNPF7.3	6
BP	GO:0015706	nitrate transmembrane transport	5/381	27/21192	0.185185185185185	10.3003791192768	6.5428224785562	0.000106611546431689	0.0035526730031501	0.00305971837591874	AtNITR2;2/AtNPF6.3/AtNPF2.7/AtNPF2.13/AtNPF7.3	5
BP	GO:0072330	monocarboxylic acid biosynthetic process	14/381	240/21192	0.0583333333333333	3.24461942257218	4.73181039110209	0.000121692051783504	0.00393934556202029	0.00339273780461078	PAS2/EMB3147/NA/AtFaTA/ACLA-1/ATLOX2/CYP86B1/ELO1/FRK3/LACS2/ATLOX6/AAE16/CER26/ATKAS2	14
BP	GO:0017014	protein nitrosylation	4/381	17/21192	0.235294117647059	13.0875405280222	6.74593936679472	0.000203323489465089	0.00622609496118773	0.00536218704791288	ATGER3/PSBQ/PRK/CRB	4
BP	GO:0018119	peptidyl-cysteine S-nitrosylation	4/381	17/21192	0.235294117647059	13.0875405280222	6.74593936679472	0.000203323489465089	0.00622609496118773	0.00536218704791288	ATGER3/PSBQ/PRK/CRB	4
BP	GO:0010167	response to nitrate	5/381	32/21192	0.15625	8.69094488188976	5.89099420324537	0.000247024453601943	0.00736522910344741	0.00634325951493078	AtNPF6.4/GRXS6/GRXS1/AtNPF6.3/AtNPF7.3	5
BP	GO:0010027	thylakoid membrane organization	6/381	53/21192	0.113207547169811	6.2968355370673	5.2240093191273	0.00036529627623373	0.0106123251531491	0.00913980156730546	RIQ2/RIQ1/PSB29/SECE1/CPFTSY/EDA3	6
